UUID,Date_Local,Time_Local,AGE_BL,ANG_ES,ANX_ES,EMB_ES,GENDER_BL,GUIL_ES,SAD_ES,SUPR_ES,dataset
d4e35a90-bc95-4aba-b09e-8e40c161e683,6/09/2015,9:00:00,18,4.0,18.0,3.0,2,25.0,15.0,20.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,6/09/2015,10:39:00,18,12.0,5.0,0.0,2,10.0,9.0,8.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,6/09/2015,12:15:00,18,25.0,22.0,13.0,2,14.0,19.0,19.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,6/09/2015,13:49:00,18,15.0,9.0,11.0,2,7.0,14.0,27.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,6/09/2015,15:21:00,18,17.0,1.0,2.0,2,0.0,14.0,35.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,6/09/2015,16:33:00,18,0.0,13.0,19.0,2,3.0,20.0,6.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,6/09/2015,17:57:00,18,26.0,9.0,15.0,2,11.0,12.0,3.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,6/09/2015,19:37:00,18,12.0,30.0,37.0,2,30.0,33.0,29.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,6/09/2015,20:25:00,18,13.0,9.0,16.0,2,19.0,18.0,75.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,7/09/2015,9:00:00,18,25.0,20.0,9.0,2,0.0,9.0,37.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,7/09/2015,10:03:00,18,28.0,21.0,8.0,2,30.0,17.0,18.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,7/09/2015,11:20:00,18,19.0,22.0,16.0,2,39.0,28.0,22.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,7/09/2015,12:49:00,18,19.0,64.0,59.0,2,68.0,41.0,24.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,7/09/2015,13:47:00,18,20.0,9.0,11.0,2,21.0,20.0,54.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,7/09/2015,15:07:00,18,16.0,25.0,35.0,2,24.0,25.0,70.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,7/09/2015,16:28:00,18,19.0,17.0,11.0,2,17.0,6.0,17.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,7/09/2015,17:56:00,18,13.0,12.0,19.0,2,25.0,20.0,22.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,7/09/2015,19:02:00,18,54.0,22.0,56.0,2,17.0,41.0,28.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,7/09/2015,20:23:00,18,16.0,13.0,21.0,2,15.0,16.0,11.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,8/09/2015,9:00:00,18,2.0,2.0,14.0,2,0.0,16.0,17.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,8/09/2015,10:22:00,18,27.0,30.0,9.0,2,36.0,24.0,65.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,8/09/2015,11:40:00,18,4.0,18.0,21.0,2,5.0,23.0,8.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,8/09/2015,12:42:00,18,20.0,11.0,13.0,2,38.0,18.0,34.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,8/09/2015,13:40:00,18,49.0,13.0,21.0,2,6.0,61.0,17.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,8/09/2015,14:55:00,18,8.0,11.0,22.0,2,14.0,15.0,5.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,8/09/2015,16:09:00,18,10.0,5.0,20.0,2,20.0,4.0,9.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,8/09/2015,17:47:00,18,16.0,6.0,7.0,2,12.0,64.0,64.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,8/09/2015,18:31:00,18,8.0,20.0,22.0,2,0.0,9.0,31.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,8/09/2015,19:24:00,18,14.0,14.0,25.0,2,11.0,0.0,41.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,8/09/2015,20:52:00,18,20.0,10.0,14.0,2,24.0,27.0,27.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,9/09/2015,9:00:00,18,27.0,13.0,28.0,2,6.0,17.0,18.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,9/09/2015,10:04:00,18,71.0,26.0,30.0,2,12.0,38.0,27.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,9/09/2015,11:05:00,18,,,,2,,,,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,9/09/2015,12:38:00,18,18.0,34.0,65.0,2,62.0,57.0,73.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,9/09/2015,13:28:00,18,20.0,9.0,4.0,2,18.0,72.0,5.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,9/09/2015,14:47:00,18,17.0,15.0,13.0,2,58.0,9.0,16.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,9/09/2015,15:38:00,18,8.0,27.0,14.0,2,20.0,18.0,21.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,9/09/2015,17:12:00,18,11.0,22.0,21.0,2,19.0,5.0,0.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,9/09/2015,17:54:00,18,15.0,39.0,5.0,2,51.0,33.0,24.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,9/09/2015,18:44:00,18,12.0,15.0,10.0,2,12.0,16.0,10.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,9/09/2015,20:07:00,18,4.0,5.0,33.0,2,13.0,7.0,10.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,10/09/2015,9:00:00,18,13.0,4.0,16.0,2,12.0,26.0,26.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,10/09/2015,10:29:00,18,21.0,6.0,10.0,2,5.0,3.0,20.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,10/09/2015,11:31:00,18,,,,2,,,,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,10/09/2015,12:13:00,18,13.0,13.0,18.0,2,20.0,0.0,10.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,10/09/2015,13:54:00,18,,,,2,,,,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,10/09/2015,15:07:00,18,,,,2,,,,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,10/09/2015,16:43:00,18,23.0,20.0,60.0,2,18.0,12.0,20.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,10/09/2015,17:31:00,18,25.0,6.0,16.0,2,17.0,24.0,15.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,10/09/2015,19:11:00,18,31.0,68.0,72.0,2,72.0,66.0,83.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,10/09/2015,20:45:00,18,67.0,62.0,18.0,2,10.0,24.0,77.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,11/09/2015,9:00:00,18,16.0,17.0,16.0,2,15.0,20.0,19.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,11/09/2015,10:32:00,18,18.0,9.0,9.0,2,14.0,12.0,7.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,11/09/2015,11:54:00,18,13.0,0.0,5.0,2,4.0,0.0,20.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,11/09/2015,13:27:00,18,8.0,13.0,17.0,2,0.0,13.0,9.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,11/09/2015,14:59:00,18,,,,2,,,,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,11/09/2015,16:22:00,18,14.0,15.0,27.0,2,19.0,19.0,27.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,11/09/2015,17:04:00,18,20.0,20.0,32.0,2,25.0,16.0,63.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,11/09/2015,18:04:00,18,16.0,13.0,78.0,2,16.0,13.0,19.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,11/09/2015,19:20:00,18,20.0,10.0,5.0,2,19.0,14.0,11.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,11/09/2015,20:58:00,18,15.0,16.0,24.0,2,15.0,9.0,12.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,12/09/2015,9:00:00,18,26.0,32.0,9.0,2,76.0,9.0,45.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,12/09/2015,9:57:00,18,20.0,21.0,30.0,2,17.0,16.0,17.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,12/09/2015,10:50:00,18,9.0,15.0,11.0,2,75.0,17.0,32.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,12/09/2015,12:07:00,18,59.0,25.0,9.0,2,27.0,66.0,35.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,12/09/2015,13:09:00,18,0.0,19.0,14.0,2,68.0,12.0,8.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,12/09/2015,14:46:00,18,14.0,12.0,13.0,2,17.0,17.0,14.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,12/09/2015,15:53:00,18,17.0,8.0,19.0,2,17.0,14.0,24.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,12/09/2015,17:26:00,18,20.0,7.0,27.0,2,16.0,38.0,57.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,12/09/2015,18:53:00,18,33.0,15.0,20.0,2,21.0,23.0,29.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,12/09/2015,19:38:00,18,9.0,20.0,46.0,2,24.0,14.0,49.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,13/09/2015,9:00:00,18,19.0,23.0,13.0,2,11.0,21.0,23.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,13/09/2015,10:38:00,18,7.0,2.0,19.0,2,24.0,16.0,14.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,13/09/2015,12:00:00,18,30.0,16.0,2.0,2,6.0,4.0,17.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,13/09/2015,13:37:00,18,10.0,14.0,18.0,2,11.0,23.0,12.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,13/09/2015,14:38:00,18,11.0,7.0,14.0,2,14.0,2.0,13.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,13/09/2015,15:38:00,18,12.0,8.0,5.0,2,23.0,16.0,7.0,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,13/09/2015,17:04:00,18,,,,2,,,,ACU emotions in daily life
d4e35a90-bc95-4aba-b09e-8e40c161e683,13/09/2015,18:29:00,18,,,,2,,,,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,13/08/2015,12:27:00,22,0.0,43.0,0.0,2,2.0,21.0,4.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,13/08/2015,13:41:00,22,0.0,45.0,0.0,2,23.0,0.0,25.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,13/08/2015,14:47:00,22,0.0,50.0,16.0,2,24.0,15.0,8.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,13/08/2015,15:41:00,22,1.0,56.0,0.0,2,26.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,13/08/2015,17:10:00,22,0.0,55.0,4.0,2,33.0,0.0,2.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,13/08/2015,17:57:00,22,0.0,55.0,14.0,2,61.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,13/08/2015,19:17:00,22,,,,2,,,,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,13/08/2015,20:30:00,22,,,,2,,,,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,13/08/2015,21:17:00,22,,,,2,,,,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,14/08/2015,10:00:00,22,0.0,62.0,0.0,2,26.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,14/08/2015,11:04:00,22,0.0,62.0,23.0,2,34.0,0.0,25.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,14/08/2015,11:51:00,22,0.0,57.0,0.0,2,3.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,14/08/2015,13:05:00,22,0.0,16.0,0.0,2,0.0,0.0,9.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,14/08/2015,14:34:00,22,1.0,59.0,2.0,2,0.0,5.0,21.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,14/08/2015,15:17:00,22,0.0,45.0,14.0,2,30.0,0.0,16.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,14/08/2015,16:57:00,22,0.0,44.0,0.0,2,20.0,0.0,10.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,14/08/2015,17:46:00,22,0.0,33.0,0.0,2,9.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,14/08/2015,19:12:00,22,,,,2,,,,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,14/08/2015,20:23:00,22,0.0,5.0,1.0,2,0.0,0.0,1.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,14/08/2015,21:18:00,22,0.0,54.0,1.0,2,13.0,8.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,15/08/2015,10:00:00,22,0.0,12.0,1.0,2,26.0,5.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,15/08/2015,10:56:00,22,0.0,3.0,24.0,2,22.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,15/08/2015,11:44:00,22,0.0,39.0,15.0,2,18.0,1.0,26.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,15/08/2015,13:10:00,22,0.0,32.0,26.0,2,0.0,0.0,21.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,15/08/2015,14:13:00,22,0.0,31.0,9.0,2,15.0,8.0,6.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,15/08/2015,14:58:00,22,0.0,25.0,0.0,2,19.0,0.0,15.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,15/08/2015,16:32:00,22,0.0,21.0,2.0,2,27.0,0.0,14.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,15/08/2015,17:16:00,22,0.0,27.0,0.0,2,23.0,4.0,1.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,15/08/2015,18:01:00,22,,,,2,,,,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,15/08/2015,19:19:00,22,0.0,34.0,0.0,2,1.0,1.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,16/08/2015,14:20:00,22,0.0,26.0,30.0,2,38.0,2.0,3.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,16/08/2015,15:48:00,22,3.0,37.0,5.0,2,38.0,6.0,35.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,16/08/2015,17:13:00,22,0.0,56.0,0.0,2,27.0,0.0,16.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,16/08/2015,18:35:00,22,0.0,24.0,0.0,2,24.0,0.0,13.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,16/08/2015,19:59:00,22,0.0,24.0,3.0,2,0.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,16/08/2015,20:47:00,22,,,,2,,,,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,17/08/2015,10:00:00,22,0.0,16.0,0.0,2,35.0,0.0,3.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,17/08/2015,11:04:00,22,1.0,52.0,2.0,2,20.0,1.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,17/08/2015,12:12:00,22,0.0,0.0,0.0,2,4.0,0.0,2.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,17/08/2015,13:15:00,22,0.0,62.0,0.0,2,0.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,17/08/2015,14:45:00,22,0.0,12.0,0.0,2,0.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,17/08/2015,16:16:00,22,0.0,23.0,0.0,2,0.0,1.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,17/08/2015,17:38:00,22,,,,2,,,,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,17/08/2015,19:03:00,22,0.0,7.0,1.0,2,0.0,0.0,11.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,17/08/2015,20:14:00,22,0.0,16.0,0.0,2,2.0,2.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,17/08/2015,21:46:00,22,,,,2,,,,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,18/08/2015,10:00:00,22,0.0,16.0,0.0,2,0.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,18/08/2015,11:02:00,22,0.0,24.0,0.0,2,0.0,1.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,18/08/2015,11:47:00,22,0.0,11.0,0.0,2,0.0,0.0,3.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,18/08/2015,12:29:00,22,,,,2,,,,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,18/08/2015,13:30:00,22,0.0,17.0,0.0,2,0.0,0.0,1.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,18/08/2015,14:12:00,22,0.0,31.0,0.0,2,0.0,0.0,3.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,18/08/2015,15:34:00,22,0.0,10.0,17.0,2,0.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,18/08/2015,16:58:00,22,0.0,16.0,0.0,2,17.0,0.0,14.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,18/08/2015,18:27:00,22,2.0,18.0,21.0,2,11.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,18/08/2015,19:55:00,22,0.0,15.0,0.0,2,0.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,18/08/2015,21:11:00,22,0.0,31.0,10.0,2,13.0,0.0,0.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,19/08/2015,10:00:00,22,0.0,16.0,20.0,2,10.0,0.0,20.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,19/08/2015,11:07:00,22,0.0,0.0,0.0,2,0.0,9.0,17.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,19/08/2015,12:38:00,22,,,,2,,,,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,19/08/2015,13:59:00,22,0.0,28.0,4.0,2,1.0,0.0,25.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,19/08/2015,15:36:00,22,1.0,49.0,0.0,2,14.0,18.0,64.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,19/08/2015,17:15:00,22,0.0,20.0,9.0,2,25.0,0.0,10.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,19/08/2015,18:28:00,22,0.0,38.0,19.0,2,20.0,0.0,15.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,19/08/2015,19:46:00,22,0.0,64.0,17.0,2,55.0,0.0,24.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,19/08/2015,21:24:00,22,0.0,55.0,0.0,2,36.0,2.0,26.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,20/08/2015,10:00:00,22,0.0,26.0,14.0,2,4.0,0.0,15.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,20/08/2015,11:01:00,22,0.0,58.0,0.0,2,28.0,1.0,19.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,20/08/2015,12:28:00,22,0.0,23.0,17.0,2,25.0,0.0,8.0,ACU emotions in daily life
52fcce09-b94a-4e8c-945c-2a27ddcf3a49,20/08/2015,13:21:00,22,0.0,61.0,23.0,2,24.0,0.0,12.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,18/08/2015,10:12:00,21,60.0,86.0,33.0,2,15.0,70.0,28.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,18/08/2015,11:40:00,21,64.0,39.0,20.0,2,15.0,68.0,21.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,18/08/2015,12:40:00,21,37.0,64.0,24.0,2,9.0,35.0,18.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,18/08/2015,13:30:00,21,6.0,41.0,11.0,2,12.0,24.0,27.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,18/08/2015,14:37:00,21,37.0,43.0,24.0,2,11.0,34.0,27.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,18/08/2015,15:49:00,21,36.0,44.0,22.0,2,62.0,30.0,23.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,18/08/2015,16:34:00,21,20.0,34.0,61.0,2,61.0,36.0,27.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,18/08/2015,17:44:00,21,37.0,68.0,61.0,2,35.0,39.0,66.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,18/08/2015,18:32:00,21,17.0,34.0,30.0,2,22.0,19.0,41.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,18/08/2015,19:52:00,21,23.0,34.0,29.0,2,24.0,37.0,21.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,18/08/2015,20:47:00,21,64.0,38.0,26.0,2,77.0,56.0,24.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,19/08/2015,10:00:00,21,25.0,10.0,16.0,2,52.0,27.0,27.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,19/08/2015,11:18:00,21,14.0,26.0,22.0,2,28.0,35.0,35.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,19/08/2015,12:58:00,21,34.0,30.0,46.0,2,31.0,18.0,32.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,19/08/2015,13:47:00,21,59.0,39.0,63.0,2,33.0,20.0,31.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,19/08/2015,15:22:00,21,38.0,71.0,64.0,2,63.0,34.0,19.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,19/08/2015,17:03:00,21,37.0,38.0,14.0,2,38.0,43.0,41.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,19/08/2015,18:24:00,21,35.0,35.0,31.0,2,29.0,20.0,39.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,19/08/2015,19:13:00,21,37.0,34.0,35.0,2,22.0,42.0,33.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,19/08/2015,20:42:00,21,26.0,33.0,15.0,2,23.0,28.0,16.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,20/08/2015,10:00:00,21,13.0,36.0,17.0,2,39.0,33.0,30.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,20/08/2015,11:03:00,21,37.0,58.0,64.0,2,29.0,57.0,38.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,20/08/2015,12:15:00,21,61.0,62.0,22.0,2,35.0,38.0,32.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,20/08/2015,13:37:00,21,24.0,38.0,16.0,2,14.0,18.0,24.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,20/08/2015,14:30:00,21,27.0,63.0,26.0,2,13.0,63.0,27.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,20/08/2015,15:27:00,21,39.0,71.0,16.0,2,33.0,60.0,31.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,20/08/2015,16:19:00,21,57.0,59.0,24.0,2,59.0,66.0,24.0,ACU emotions in daily life
f72a2e88-cfb0-4dc1-bfe5-c831496817b4,20/08/2015,17:40:00,21,63.0,68.0,62.0,2,81.0,71.0,35.0,ACU emotions in daily life
